designation	obsid	ra	dec	snrg	subclass	teff	teff_err	feh_err	feh	logg_err	logg	spectral_type	quality
J000003.39+633839.9	1146715038	0.0141594	63.6444177	92.75	A1	12514.6	39.86	0.033	0.945	0.055	3.892	kB9hA4mA1	
J000007.27+595539.7	1146701117	0.0303188	59.927699	133.89	A1							A0 II-III  Si	vgood
J000051.02+601702.9	1146701028	0.212594	60.2841494	160.39	A3							A1 II  SrSi	good
J000224.88+630725.3	1146715058	0.6037066	63.1237211	62.33	A2							kA0hA2mA4  SrSi	
J000411.85+641740.2	1169811129	1.0494156	64.2945161	434.73	A1							B9.5 III  Si	vgood
J000502.63+600231.8	1169801197	1.2609739	60.0421895	230.52	A1							B9.5 V  Si	vgood
J000718.55+602844.2	1169807170	1.8273188	60.4789621	168.17	A1							A0 IV  Si	good
J000851.27+525547.2	250912083	2.213657	52.929783	84.93	F0							kA2hA5mA8  SiEu	
J001234.64+641332.8	1146712028	3.1443356	64.2258051	163.29	A2							kB9hA1mA4  Si	
J002028.50+325538.1	81910032	5.118761	32.92725	87.91	F0	7254.56	69.35	0.057	-0.085	0.097	4.076	kA3hA7mA9  SiEu	
J003429.83+510405.6	836508075	8.625965	51.068848	266.43	A5	9437.9	27.55	0.015	0.768	0.034	3.909	A1 IV  SrSiEu	good
J003822.54+574217.3	1143315082	9.5939428	57.704812	119.65	A2	11304.8	50.19	0.039	0.806	0.068	3.626	kA0hA2mA5  SrSi	
J004033.39+483828.8	619009105	10.139162	48.641346	303.35	A1	11620.2	18.07	0.01	0.677	0.022	3.994	B9 III	vgood
J004124.05+565740.3	1171604167	10.3502328	56.9611977	86.68	A1	11822.9	32.81	0.027	0.729	0.046	3.819	B8 IV-V	good
J004746.33+572400.4	1171615175	11.9430829	57.4001157	122.31	A1	10301.9	50.27	0.039	0.455	0.068	3.646	B9.5 IV  Si	good
J004935.62+563512.8	469305068	12.398426	56.586916	289.58	A5	8890.96	52.15	0.029	0.772	0.064	4.198	A6 V  SrSiEu	good
J005004.73+082805.1	685615193	12.519741	8.468098	80.25	A2	10779.5	53.17	0.044	0.534	0.075	3.599	B9 V  Si	good
J005024.78+080147.9	1067904180	12.60200389	8.02998333	410.03	A1	8897.64	32.21	0.018	0.29	0.04	3.669	A1 IV-V  Sr	fair
J005231.00+471936.3	619006067	13.127282	47.326763	152.37	F0	7232.34	237.17	0.171	0.251	0.314	3.79	F2 V Sr Sr	good
J005238.53+720835.9	855012154	13.160578	72.143332	55.3	A1	10112.7	41.54	0.036	0.456	0.059	3.546	B9.5 IV  Si	vgood
J005339.95+371512.1	960704123	13.4164926	37.2533623	359.61	A1	9733.4	29.51	0.016	0.155	0.036	3.52	kB9hA8mA5  Sr	
J010128.36+603214.0	617410242	15.368181	60.537241	88.82	A1							B9.5 IV  Si	vgood
J011352.40+693001.5	1154716205	18.46588101	69.50011738	209.03	A1							B8 IV-V  Si	vgood
J012048.60+325718.3	842107068	20.2025131	32.9550902	234.42	A5							A0 IV  Si	good
J012244.66+511900.1	248306045	20.686094	51.316716	55.04	A5	9399.54	67.18	0.058	0.871	0.096	4.254	A0 III-IV  SrSiEu	good
J012334.69+305654.7	1070805143	20.892899	30.948531	583.39	A2	9273.85	29.97	0.016	0.071	0.037	3.51	B9.5 V  Si	vgood
J012803.74+703411.6	1154711170	22.0156071	70.5699075	257.27	A1							B8 IV  Si	vgood
J012831.80+614614.1	617413106	22.132507	61.7706	69.54	A2							B5 III	vgood
J012958.92+603535.1	617406049	22.495519	60.593093	100.6	A2	11873.7	43.36	0.035	0.839	0.06	3.832	B8 IV  Si	vgood
J013224.28+701545.5	1154711135	23.1011913	70.2626611	94.22	A1							B9.5 IV-V  Si	good
J013330.66+650134.7	1170816090	23.3777573	65.0263103	100.9	A1							B9 IV  Si	vgood
J013458.33+625725.4	1170810038	23.7430715	62.9570603	231.52	A1							Unclassifiable	
J013510.87+550925.1	468905185	23.79532	55.156979	175.35	F0							F0 V  (Sr)Si	good
J013536.90+602129.8	1073816246	23.903755	60.358285	68.64	A1	11917.6	33.82	0.029	0.612	0.048	4.032	B8 V  Si	vgood
J013538.72+650134.0	1170816218	23.909386	65.02589659	301.33	A1							B9.5 IV  Si	vgood
J013552.84+405611.1	959907104	23.970203	40.936439	151.75	A1	10726.9	68.33	0.049	0.683	0.09	3.609	B9 V  Si	vgood
J014204.07+595122.8	1073811088	25.516998	59.856349	94.78	A1	11141.7	42.59	0.035	0.629	0.059	3.757	B9 IV  Si	vgood
J014257.88+693706.7	1154712015	25.7411795	69.6185349	274.98	A1							B9 V  Si	vgood
J014436.51+623612.5	1170805084	26.1521372	62.6034893	228.79	A3							A0 III-IV  SrSi	vgood
J014720.19+562847.1	1073807218	26.834153	56.479759	60.23	A6	8924.43	47.78	0.041	0.359	0.068	3.8	A2 IV-V  SrSi	vgood
J014721.80+560416.3	1073807195	26.840861	56.071222	123.47	A1	11121.4	73.8	0.057	0.749	0.1	3.658	B9 IV  Si	vgood
J014752.30+630505.6	1170805129	26.9679403	63.0849027	193.55	A1							kB9hA1mA6  SrSi	
J015004.37+562111.1	1073807155	27.51821	56.353104	54.13	A1	9859.04	53.81	0.046	0.685	0.077	3.702	A0 IV  Si	good
J015136.09+620549.4	1170807216	27.9004067	62.0970831	606.72	A1							B8 IV-V  Si	vgood
J015407.55+585810.2	1073813152	28.531484	58.969508	50.52	A1	10832.6	46.45	0.04	0.614	0.066	3.725	A1 II-III  Si	good
J015548.60+590435.7	1073813103	28.952523	59.076601	75.81	A2	11601.5	58.6	0.049	0.891	0.082	3.965	A0 V  Si	fair
J015645.18+450615.0	496212123	29.1882719	45.1041678	53.35	F0	6895.14	86.65	0.075	0.042	0.124	3.876	kA2hA8mF5  Eu	
J015901.50+725637.3	1169907123	29.7562903	72.943706	389.38	A1							B8 IV-V  Si	good
J015911.14+585514.6	1073813189	29.796458	58.920745	68.21	A1	11899.1	43.14	0.037	0.905	0.061	3.948	B9 II-III  Si 	poor
J015950.95+470812.8	306904024	29.962304	47.136907	66.26	A6	9491.14	65.27	0.055	0.482	0.092	3.686	A2 IV  SrSi	good
J020141.06+561332.6	380811077	30.420316	56.225565	83.35	A1	12450.1	28.71	0.024	0.471	0.04	3.992	B8 V  Si	vgood
J020259.33+624046.6	1170806224	30.747234	62.67963	83.2	A2	12168.1	32.57	0.027	0.826	0.046	4.216	B9.5 II-III  Si	good
J020633.18+545952.2	1157103154	31.6382546	54.9978335	79.68	A1	10669.2	58.33	0.049	0.616	0.082	3.644	B9.5 III-IV  Si	vgood
J020657.75+543932.5	380804232	31.74043583	54.65877278	533.62	A5	9618.28	62.51	0.034	0.848	0.077	4.015	kA2hA7mA7  SiEu	
J020706.23+501849.6	301508209	31.775973	50.313791	79.11	F0							kA5hA7mF1  SiEu	
J020736.71+550008.6	1171103043	31.9029997	55.0024015	131.66	A1	12039	53.4	0.04	0.837	0.072	3.862	B9 III	vgood
J020749.37+433508.8	615715206	31.9557372	43.5858044	120.75	F0	6707.76	42.69	0.033	-0.461	0.058	3.981	kA5hA7mA8  Eu	
J020901.99+563403.8	1187216216	32.2583308	56.5677277	102.43	A2	11188.1	29.64	0.024	0.656	0.041	4.371	B9.5 II-III  Si	vgood
J021006.35+560059.6	1171115079	32.5264715	56.0165592	89.13	A1	12000.9	34.89	0.029	0.82	0.049	3.843	A5 mA0 metal weak	
J021448.81+562211.0	1157715040	33.703389	56.3697362	62.34	A1	12048.3	53.54	0.046	0.743	0.076	4.022	B9 III  Si	good
J021521.10+272900.5	173113203	33.837926	27.483486	178.89	F0	6890.44	124.36	0.084	-0.389	0.161	3.872	kA3hA7mF0  SiEu	
J021706.32+571525.2	1158211146	34.2763436	57.2570026	157.25	A5							kA0hA2mA3  Si	
J021715.97+451509.4	631613157	34.316552	45.252632	91.8	A5	9129.7	87.68	0.072	0.983	0.122	4.441	kA2hA9mF0  SiEu	
J021731.61+553623.4	380713187	34.381721	55.606526	85.9	A1	10923.2	43.28	0.036	0.604	0.06	3.689	B9 III-IV  Si	vgood
J021838.32+562950.3	1157109077	34.6596845	56.4973177	62.46	A2	10046.5	65.65	0.056	0.721	0.093	3.623	B9.5 III-IV  Si	good
J021932.81+563243.3	1158209080	34.8867242	56.5453836	140.74	A3	11870.9	50.52	0.038	0.91	0.068	4.109	A1 II  (Sr)SiEu	good
J022218.06+374435.5	363202194	35.5752566	37.7431954	69.22	A1	9598.15	69.08	0.058	0.786	0.098	3.983	A0 IV  SrSiEu	good
J022303.91+544453.9	836605191	35.766332	54.748331	185.06	A1	12139.4	16.17	0.011	0.451	0.021	4.128	B7 V  Si	vgood
J022726.67+540721.2	836605206	36.86113	54.122572	214.58	A1	9554.57	41.97	0.026	0.179	0.053	3.503	B9 V  Si	vgood
J022835.30+560302.1	836604042	37.1470889	56.0506086	495.17	A2							A2 III-IV  SrSi	fair
J023137.61+550021.8	1157713060	37.9067128	55.0060692	97.26	A1	10847.2	56.52	0.046	0.715	0.078	3.652	B9.5 III-IV  Si	good
J023200.25+564112.8	1059114016	38.001072	56.686911	193.53	A1	11129.8	42.38	0.027	0.745	0.054	3.945	B9.5 III  Si	poor
J023230.19+510113.5	206310110	38.125822	51.020427	52.87	F0	7578.52	50.74	0.044	0.511	0.072	4.081	kA6hA8mF1  SiEu	
J023821.04+303033.6	698709176	39.587692	30.509351	65.1	F0	6794.66	58.76	0.05	-0.542	0.083	4.007	F3 V	good
J024142.24+541609.4	1069502245	40.426034	54.269301	500.41	A2							A0 Ib-II  SrSiEu	good
J024357.60+574109.1	1069511175	40.990005	57.685874	100.71	F0	8036.17	97.48	0.079	0.798	0.135	4.077	kA7hA7mF0  SiEu	
J024748.93+560414.8	1059104235	41.95388	56.070793	183.4	A1	11781.8	30.69	0.02	0.888	0.039	3.988	Unclassifiable	
J025107.29+535212.6	1069507207	42.780389	53.870168	65.71	A1	10726.1	39.87	0.034	0.611	0.056	3.697	A0 III  Si	vgood
J025154.76+505706.2	206308163	42.9781773	50.9517404	197.28	A1	9558.04	38	0.024	0.267	0.048	3.524	A0 V  Si	vgood
J025309.19+074221.1	76205065	43.288301	7.705862	398.26	F0	6945.75	43.11	0.024	-0.201	0.053	4.089	kA4hA7mF0  Eu	
J025546.91+533026.9	1059107135	43.9454962	53.507484	75.34	A1	12652.2	32.69	0.027	0.701	0.046	4.225	B9 II-III  Si	vgood
J025622.13+570656.3	1059112082	44.092243	57.115642	118.06	A1	11324.6	42.05	0.033	0.76	0.057	3.723	Unclassifiable	
J025629.11+462550.0	172005177	44.121311	46.430561	82.8	A5							kA2hA5mA8  SiEu	
J025646.82+234415.0	209107126	44.195116	23.73752	50.37	F0							kA5hA8mA9  SiEu	
J025930.90+565453.3	840811090	44.878753	56.914818	336.49	A1	12246.3	10.41	0.006	0.51	0.013	4.078	B8 III-IV  Si	vgood
J030137.44+020959.4	252913065	45.40603	2.16651	93.81	A1	11334.1	54.71	0.045	0.707	0.076	3.915	B9.5 III  Si	vgood
J030238.93+541029.5	840708181	45.6622286	54.1748739	84.47	A1	9617.26	59.97	0.05	0.612	0.084	3.576	kA0hA8mA6  SiEu	
J030248.59+470522.3	263610202	45.702474	47.089542	66.67	F0							A9 V  SrSiEu	good
J030522.11+533409.7	840707101	46.3421481	53.5693803	57.22	A5	8720.64	88.85	0.076	0.852	0.127	3.977	A1 IV  SrSi	good
J030638.53+484804.1	606512150	46.66058	48.801142	116.76	A5	8786.65	65.94	0.052	0.314	0.09	3.927	A7 V  SrSi	vgood
J030719.90+420849.8	393602149	46.83180694	42.14717444	240.48	F0	6977.99	50.76	0.029	-0.187	0.063	3.972	F3 V Fe-0.7 Sr Sr	good
J030719.63+420849.7	84707193	46.831818	42.147148	356.89	F0	6888.06	39.81	0.022	-0.16	0.049	3.991	F3 V Fe-0.5 Sr Sr	good
J031723.33+450201.1	393609102	49.34633556	45.03365611	317.06	A1	10669	8.79	0.005	-0.087	0.011	3.59	B8 V  Si	vgood
J031748.89+384218.9	977404133	49.4537497	38.7052695	565.35	A1	12030.2	9.21	0.005	0.538	0.011	3.815	B9 IV  Si	good
J032106.34+511432.7	688504099	50.276422	51.242429	76.88	A1	10810.1	34.13	0.029	0.261	0.048	3.732	A0 III  Si	good
J032225.05+572341.9	251115215	50.604397	57.394978	85.43	A1	10651	20.76	0.017	0.016	0.029	3.864	A1 III	vgood
J032438.25+511729.0	393116125	51.15938	51.2914033	74.92	A2	12199.7	32.67	0.027	0.66	0.046	3.842	A0 II	vgood
J032808.10+561811.1	537604055	52.031554	56.303092	127.63	A1	11637	26.28	0.02	0.639	0.036	4.131	B9 IV  Si	vgood
J033033.96+430204.2	1185111171	52.6415262	43.0345275	106.67	A1	11720.6	36.59	0.029	0.831	0.05	3.748	B8 V  Si	good
J033305.36+433944.2	96715141	53.272354	43.662303	77.27	A5							kA2hA4mA7  SiEu	
J033305.36+433944.3	408701022	53.2723722	43.6623075	61.23	A5							kA2hA5mA8  SiEu	
J033559.72+473701.6	1089107038	53.998857	47.617116	79.34	A1							A0 IV  Si	vgood
J033636.45+450412.7	408708102	54.15251694	45.07009861	156.51	A2	12194.7	17.35	0.012	0.512	0.023	4.132	B9 III  Si	vgood
J033636.60+450412.4	34210165	54.152518	45.070126	286.64	A1	12254	9.75	0.005	0.499	0.012	4.193	B7 V  Si	vgood
J033820.19+603724.0	1146814119	54.584161	60.6233411	101.19	A3	12156.3	35.18	0.028	0.955	0.049	3.958	B9 II-III  Si	good
J033832.58+313728.6	1170912006	54.6357773	31.6246351	84.82	A1	12282.3	50.5	0.042	0.962	0.071	4.274	B8 IV  Si	good
J033850.55+505106.9	1159710238	54.7106525	50.8519267	104.47	A1	11037.9	34.64	0.028	0.481	0.048	3.563	B9 III-IV  Si	vgood
J033904.18+600148.3	1146910088	54.7674497	60.0300914	62.53	A1	12221.1	30.22	0.026	0.573	0.043	3.685	B7 V  Si	vgood
J033938.59+553654.8	1058306100	54.912762	55.614831	145.95	A1	12377.2	29.12	0.021	0.902	0.039	3.941	Unclassifiable	
J034131.58+493226.2	1159702203	55.3815866	49.5406336	318.22	A2	12268.8	28.74	0.016	0.907	0.035	3.865	B9.5 II-III  Si	vgood
J034134.70+245153.4	837714104	55.3945904	24.8648477	306.32	F0							A7 V  SrSiEu	good
J034141.15+582916.8	1146902179	55.4214933	58.4880201	223.28	A1	12421	12.37	0.007	0.585	0.015	4.042	B8 IV  Si	vgood
J034145.51+605757.8	1146815101	55.4396449	60.9660609	86	A1	11578.6	38.15	0.031	0.83	0.053	4.03	B9 III  Si	good
J034228.60+493608.0	1159702222	55.6191674	49.6022332	78.8	A5	11228.4	86.91	0.073	0.954	0.122	3.773	kA0hA2mA3  Si	
J034306.26+602749.2	1146803192	55.7761205	60.4636798	129.35	A1	11998	33.7	0.026	0.909	0.046	4.302	B9 II-III  Si	vgood
J034455.77+595201.4	1146803008	56.2323779	59.8670777	104.02	A1	10604.7	47.58	0.038	0.611	0.066	3.709	A0 III-IV  SrSi	vgood
J034514.89+573919.8	1082912037	56.312077	57.655509	52.91	A2							A0 II  (Sr)Si	vgood
J034624.42+584710.8	157915067	56.601786	58.786341	251.91	A1	12129	11.91	0.007	0.462	0.015	4.283	B8 V	vgood
J034833.30+583339.2	1146802132	57.1387733	58.5609049	99.19	A1	11388.4	47.28	0.038	0.74	0.065	3.764	B9.5 III  Si	vgood
J034910.90+525605.8	1159715026	57.2954463	52.9349683	96.06	A1							B7 V  Si	fair
J035110.76+580841.8	1146801135	57.7948496	58.1449554	80.56	A1	12062	32.02	0.027	0.781	0.045	3.945	Unclassifiable	
J035111.24+484702.9	374601124	57.7968644	48.7841575	53.67	A5	9650.94	65.24	0.056	0.906	0.093	4.244	kA1hA7mA7  SiEu	
J035209.39+500303.8	374608152	58.0391639	50.0510789	413.84	A1	10697.2	10.92	0.006	0.257	0.013	3.781	B9 V  Si	vgood
J035331.28+414316.4	259716051	58.3803486	41.721235	109.4	F0	6816.26	159.98	0.127	-0.042	0.22	3.872	kA3hA4mF1  SiEu	
J035410.37+363226.8	182012133	58.543236	36.540798	123.92	F0	6754.76	124.18	0.096	-0.314	0.168	4.108	F4 V Sr	good
J035546.02+481518.6	1208915108	58.9417708	48.2551857	53.36	A1	11416.7	27.46	0.024	0.487	0.039	3.894	B9.5 III	good
J035634.15+543051.0	864510055	59.142307	54.51419	252.35	A3							kA1hA7mF0  SiEu	
J035737.85+613134.9	1146909072	59.4077186	61.5263685	444.59	A1	12329.3	13.86	0.008	0.683	0.017	3.994	B8 IV  Si	good
J035812.01+540619.2	864510123	59.550063	54.105355	105.53	A1	10865.1	32.78	0.026	0.483	0.045	3.577	Unclassifiable	
J040129.80+363328.6	87701184	60.374176	36.557949	52.06	F0	7421.2	29.16	0.025	-0.118	0.042	4.009	A8 mA4 metal weak	
J040411.29+490053.3	400011022	61.04706	49.014807	88.63	A2	11410.4	34.26	0.028	0.369	0.048	3.687	B8 V  Si	vgood
J040419.96+614548.3	1146912172	61.0831835	61.7634202	328.28	A1	12656.7	13.23	0.007	0.875	0.016	3.956	Unclassifiable	
J040547.67+594528.9	1146906197	61.4486269	59.7580358	213.72	A1	10368.6	75.93	0.047	0.699	0.095	3.544	B9 V  Si	good
J040624.81+531206.6	354102071	61.6033917	53.2018469	55.5	A1	12297.4	33.49	0.029	0.806	0.048	3.809	A0 II  Si	vgood
J040802.36+352707.8	212409109	62.009846	35.45218	100.82	A7	8879.43	61.43	0.049	0.739	0.085	4.292	A8 V  SrSiEu	vgood
J040826.98+695634.3	1202015050	62.1124548	69.9428879	249.9	A5							A1 IV  SrSi	good
J040937.16+530206.3	864501137	62.4048682	53.0350854	338.61	A2	9531.99	71.52	0.039	0.807	0.088	3.617	A0 IV-V  Si	good
J041033.08+264137.0	393214009	62.6378436	26.6936206	174.04	A5	9486.97	95.77	0.065	0.912	0.124	3.967	A0 III-IV  SrSiEu	good
J041036.10+231114.6	286916021	62.6504492	23.1874017	121.41	F0	7103.86	151.6	0.117	-0.322	0.206	3.995	F2 V Fe-0.6 Sr Sr	good
J041128.07+235706.3	796811086	62.8669806	23.9517533	101.45	F0	6924.26	71.68	0.058	-0.554	0.099	4.082	A3 II  SrSiEu	good
J041128.07+235706.2	170606047	62.866982	23.951739	60.21	F0	6843.45	53.65	0.046	-0.586	0.076	4.044	F3 V Fe-0.9 Sr	good
J041140.28+422338.2	37703058	62.91785	42.393959	52.16	F0	7013.1	50.3	0.043	-0.478	0.072	3.961	kA3hA6mA8  Eu	
J041157.32+444036.6	177707243	62.988874	44.676834	50.32	A2							kA0hA4mA9  Si	
J041233.79+532245.9	354108223	63.1408306	53.3794394	50.92	A5	7177.36	145.99	0.126	-0.163	0.209	4.006	kA1hA5mF0  SiEu	
J041254.84+101244.8	648502092	63.2285	10.2124639	114.99	A5	10223.2	127.68	0.1	0.938	0.175	4.137	kA2hA9mA7  SrEu	
J041257.10+512116.2	535714208	63.2379397	51.3545086	121.78	A1	11830.9	37.67	0.029	0.759	0.051	3.765	A0 II-III  Si	vgood
J041407.67+473146.8	1208913065	63.5319951	47.5296683	159.63	A1	11291.7	73.99	0.053	0.823	0.097	3.677	B8 V  Si	good
J041509.96+401428.3	190201063	63.791534	40.241203	440.68	A1	11503.7	8.75	0.005	0.214	0.011	3.995	F0 mB7 V Lam Boo	
J041740.63+460212.9	1173610009	64.4193161	46.0369407	83.13	A1	12018.7	37.16	0.031	0.798	0.052	3.9	B9 III  Si	vgood
J041800.08+443032.2	190211139	64.500342	44.508972	146.62	A2							Unclassifiable	
J041837.73+452954.2	1206410059	64.6572447	45.4983895	107.9	A1	11715.1	37.1	0.03	0.864	0.051	4.235	A0 II-III  (Sr)Si	vgood
J041900.53+470143.3	263704054	64.7522178	47.0286992	80.56	A1	11509	47.85	0.04	0.933	0.067	3.824	B9.5 III  Si	vgood
J042230.91+461927.7	1206403194	65.6288278	46.3243798	142.79	A1							A0 IV-V  Si	vgood
J042257.57+465234.4	1173614067	65.7398955	46.8762472	80.86	A1	11678	26.4	0.022	0.612	0.037	4	A0 II-III  Si	good
J042327.25+493749.0	379005043	65.8635708	49.6302931	95.59	A2	9783.66	44.56	0.036	0.404	0.062	3.609	A0 IV-V  Si	vgood
J042336.20+472927.2	592109118	65.90086	47.490913	50.19	A2	11226.7	34.08	0.03	0.359	0.049	3.698	B9.5 III  Si	vgood
J042339.46+505434.9	109409172	65.914426	50.909695	128.9	A1							B5 III-IV	vgood
J042349.52+503505.1	379004005	65.9563547	50.58476	100.57	A5	9627.27	94.76	0.076	0.849	0.131	4.209	A3 III-IV  SrSiEu	good
J042423.01+423648.6	962002103	66.095891	42.613521	82.25	A1	10973.7	32.82	0.027	0.217	0.046	3.581	B8 V  Si	vgood
J042519.05+451621.3	1173605164	66.3294114	45.2726027	56.29	A3							A1 III-IV  SrSi	good
J042537.25+520502.7	535715146	66.4052378	52.0841033	114.83	F0	7434.28	145.63	0.114	0.281	0.199	3.684	kA3hA7mF1  SiEu	
J042559.89+421610.7	190209226	66.499548	42.269646	106.32	A2							B8 IV-V	vgood
J042609.71+540650.5	169315102	66.540461	54.114033	110.43	A1	10095.3	27.56	0.022	0.318	0.038	3.738	A0 III-IV  Si	vgood
J042623.02+442412.4	962003193	66.595953	44.40347	74.26	A1	9970	78.03	0.066	0.811	0.11	3.674	B9 IV-V  Si	vgood
J042633.03+434916.1	190212184	66.637649	43.821159	246.68	A2							B9 III	vgood
J042634.01+405557.0	37707193	66.641725	40.932507	203.8	A2	11308.6	14.72	0.009	0.423	0.019	3.802	B9.5 III-IV  Si	vgood
J042634.04+405601.2	603010025	66.64172639	40.93250889	160.43	A2	11141.5	18.62	0.013	0.392	0.024	3.883	B8 V  Si	vgood
J042739.43+340542.9	166104248	66.914317	34.095259	76.1	F0	7503.05	82.58	0.069	0.113	0.116	3.837	kA6hA8mF0  SiEu	
J042747.53+462700.0	1206404175	66.94895156	46.44927587	297.75	A1	12983.9	10.13	0.006	0.696	0.012	4.115	B2 V	fair
J042909.77+521553.9	29810150	67.290735	52.264996	66.13	A7							kA3hF1mF6  Eu	
J042926.31+445759.6	960103045	67.3596603	44.9665619	293.32	A3	9333.22	85.2	0.047	0.773	0.105	3.686	A0 IV  SrSi	good
J042936.24+481634.0	1206411195	67.4010046	48.2761243	195.65	A1	11904.2	19.43	0.013	0.544	0.025	4.003	Unclassifiable	
J043009.60+072639.5	648716130	67.5400214	7.4443142	213.59	F0	7020.97	47.55	0.029	-0.277	0.06	4.017	kA3hA5mA9  Eu	
J043122.61+460925.0	960115082	67.8442256	46.1569647	369.34	A1	12271.7	15.84	0.009	0.88	0.02	4.052	B8 III-IV  Si	vgood
J043202.23+445648.1	1206405200	68.0093281	44.9467191	52.27	A1	11397.8	28.73	0.025	0.441	0.041	3.852	B9.5 III  Si	vgood
J043300.13+431037.8	603016126	68.24996556	43.176225	275.88	A7	7527.42	31.87	0.018	-0.203	0.039	3.995	A9 V  SrSiEu	vgood
J043304.77+440146.8	1206401230	68.2699016	44.0296756	391.03	A1	12295.7	10.51	0.006	0.713	0.013	4.039	B8 V  Si	good
J043419.63+452524.8	1206408021	68.5818032	45.4235564	107.21	A1	11858.6	45.06	0.036	0.979	0.062	3.806	B8 IV-V  Si	good
J043527.84+091701.5	425613191	68.8660278	9.2837656	142.58	F0	7154.88	100.39	0.074	-0.243	0.134	4.046	F2 V Fe-0.5 Sr Sr	good
J043555.22+420517.8	295315173	68.980105	42.088294	52.33	A2							B9 II-III  Si	vgood
J043619.50+602231.3	647010190	69.081259	60.375373	70.93	F0	7115.59	197.28	0.167	-0.082	0.279	3.511	kA3hA7mF0  SiEu	
J043642.16+181710.0	966006205	69.1756854	18.2861282	86.07	A5	9581.31	78.11	0.064	0.786	0.109	4.168	kA2hA5mA7  SiEu	
J043642.16+181710.1	1048711234	69.1757013	18.2861566	96.2	A5	9377.98	63.67	0.052	0.917	0.088	4.136	kA2hA7mA7  SiEu	
J043657.86+473217.0	1206412076	69.2411064	47.5380652	267.4	A1							kB7hB9mA0  Si	
J043800.49+525800.1	1073503211	69.502078	52.966716	107.95	A2	10754.7	63.66	0.051	0.765	0.088	3.667	B9 V  Si	vgood
J043801.57+553158.4	1074103093	69.506556	55.532905	78.86	A1	11164.8	41.15	0.034	0.521	0.058	3.565	B9.5 III-IV  Si	vgood
J043802.33+444741.3	1206407106	69.5097131	44.7948292	95.61	A3	11547	81.87	0.067	0.91	0.114	3.674	B9.5 III  Si	vgood
J043813.10+463118.9	1173609127	69.5546137	46.5219278	52.13	A3	11983.9	33.26	0.029	0.791	0.048	3.932	B9.5 II-III  Si	good
J043909.68+395018.5	603008212	69.78875667	39.83880833	245.17	A6	8776.24	20.33	0.012	0.03	0.025	3.754	A1 V  SrSi	vgood
J043923.74+470755.5	960112060	69.8489167	47.1320886	65.87	A2	12311.7	34.14	0.029	0.84	0.048	4.11	kB9.5hA1mA2	
J044010.41+451507.5	1173606018	70.0433914	45.2520988	68.21	A1	12053.8	38.15	0.032	0.821	0.054	3.797	B9 II-III  Si	vgood
J044023.09+432043.2	603011037	70.0962244	43.3453347	120.7	A5	9051.91	44.75	0.035	0.349	0.061	3.802	A6 V  SrSiEu	vgood
J044145.20+380806.3	842414158	70.43835	38.1351083	138.49	F0							kA4hA7mA9  Si	
J044212.55+580056.6	1074111165	70.552293	58.015729	55.79	A1	10905.1	60	0.052	0.895	0.086	3.673	Unclassifiable	
J044526.01+413747.8	603013236	71.358405	41.6299581	60.96	F0	7230.63	42.23	0.036	-0.099	0.06	4.125	F0 V SrSi	vgood
J044533.35+185741.8	649401242	71.38765083	18.96161972	147.44	A1	12224.8	48.01	0.035	0.893	0.064	3.976	B8 III-IV  Si	vgood
J044644.30+282647.0	473411222	71.6845912	28.446412	77.91	A1							B9.5 V  Si	vgood
J044717.23+454443.3	217901131	71.821797	45.74537	105.5	A5	8785.66	48.74	0.039	0.286	0.067	3.68	A3 IV  SrSi	vgood
J044806.72+431649.4	309102133	72.0280361	43.2804092	295.97	A2							B8 III  Si	vgood
J044910.87+231216.8	711006012	72.295299	23.204685	119.66	F0	7551.08	100.93	0.078	0.184	0.137	3.927	kA2hA5mA8  SiEu	
J044936.18+531322.5	1073509041	72.400774	53.222944	67	A1	11903.2	49.36	0.042	0.989	0.07	3.57	A0 II  Si	good
J044957.36+392514.3	842411183	72.4890039	39.4206478	94.45	A1	10786.1	27.73	0.023	0.044	0.039	3.93	B9.5 III-IV  Si	vgood
J045049.19+453510.5	217807163	72.704965	45.586265	138.65	A5	8829.31	49.51	0.037	0.092	0.066	3.636	A4 IV-Vn	vgood
J045124.73+400848.7	295306151	72.853069	40.146875	82.36	F0							kA4hA6mA9  SiEu	
J045138.13+540944.5	1085908210	72.908878	54.162381	67.02	A1	12394.5	34.63	0.029	0.79	0.049	4.206	B7 V  Si	vgood
J045142.79+325235.4	1205916099	72.928333	32.8765156	525.35	A2							Unclassifiable	
J045149.91+335658.1	309806042	72.9579728	33.9494775	73.2	A2							B5 V	good
J045157.56+380848.1	842409155	72.989855	38.1467101	157.7	A1	12208.9	20.43	0.015	0.667	0.027	4.075	B8 IV  Si	vgood
J045331.76+540104.6	492310021	73.382363	54.017971	58.5	F0	7392.62	47.47	0.041	-0.185	0.068	3.875	A7 V  SrSiEu	good
J045457.04+334457.2	1205916238	73.7376773	33.7492426	220.28	A1	12362.1	16.57	0.01	0.864	0.021	4.124	B8 IV  Si	vgood
J045618.45+550017.2	492214165	74.076903	55.004796	101.82	A2	12302.1	26.84	0.022	0.724	0.037	4.099	B9.5 II  Si	vgood
J045713.62+104843.9	183508003	74.306754	10.812207	56.31	A2	8812.21	100.93	0.087	0.874	0.144	3.653	A0 IV  SrSiEu	good
