DESIG,OBSID,RA,DEC,SN/g,SUBCLASS
LAMOST J090804.24+312940.5,11314185,137.017682,31.494593,147.73,G
LAMOST J093653.87+285029.6,14002196,144.224499,28.841566,94.12,G
LAMOST J033521.13+295446.2,274611136,53.838076,29.912853,121.73,B
LAMOST J062458.08+162509.9,435510211,96.242032,16.419433,248.43,A
LAMOST J202153.08+273117.9,837405225,305.4712,27.521662,54.02,Ap
LAMOST J233533.46+291659.4,701124,353.889454,29.283185,50.51,F
LAMOST J214726.88+075804.9,369409129,326.862008,7.968039,79.23,M
LAMOST J085235.53+185203.4,48516114,133.14808,18.867632,54.72,K
LAMOST J133624.56+134520.6,407108025,204.102363,13.755738,63.72,M
LAMOST J232737.85+474802.4,469206247,351.907738,47.800682,179.17,M
LAMOST J045636.31+462037.8,363116148,74.151311,46.343854,62.93,Ap
LAMOST J012627.65+604833.3,617408099,21.615249,60.809253,114.59,Ap
LAMOST J013504.87+305441.6,14714086,23.770292,30.911583,64.34,G
LAMOST J223156.16+310049.0,1214181,337.98403,31.013636,78.17,F
LAMOST J083715.04+443336.2,410608156,129.312683,44.56008,51.18,M
LAMOST J233453.53+321907.6,715147,353.723062,32.318802,53.42,F
LAMOST J014937.23+431729.6,401908054,27.405162,43.291566,55.34,M
LAMOST J221224.76+300413.7,604086,333.103178,30.07049,88.06,F
LAMOST J204500.48+363102.6,373014163,311.252039,36.517406,236.85,B
LAMOST J101628.52+284057.1,11412138,154.118856,28.682537,555.67,G
LAMOST J105427.90+284958.7,15416191,163.616268,28.832985,55.46,G
LAMOST J043705.04+535710.6,217002146,69.271028,53.952961,163.78,A
LAMOST J030127.01-011230.1,18113216,45.362573,-1.208377,51.46,G
LAMOST J094809.11+320652.4,14012229,147.037968,32.114571,276.48,G
LAMOST J020713.07+564626.4,15302021,31.8052,56.7734,50.33,G
LAMOST J054913.41+435437.9,524602218,87.305885,43.910548,86.31,Ap
LAMOST J062436.29+211923.9,431615236,96.151244,21.323306,136.21,A
LAMOST J064355.01+111926.0,436510167,100.979246,11.323908,139.6,A
LAMOST J101957.26+295852.6,14105246,154.988606,29.981281,60.49,G
LAMOST J020820.08+070607.6,55706197,32.08368,7.10213,182.33,K
LAMOST J024004.15+531626.2,714716051,40.017321,53.273952,105.69,Ap
LAMOST J110007.05+261507.8,15405166,165.029385,26.25218,76.77,G
LAMOST J194638.58+455835.8,359912167,296.660774,45.976615,196.26,B
LAMOST J055649.57+065911.5,697411191,89.206548,6.986537,181.14,Ap
LAMOST J033609.10+475545.6,393107056,54.037925,47.929344,85.5,A
LAMOST J035937.06+264532.1,1401072,59.904417,26.758918,50.95,F
LAMOST J080957.81+044237.8,8405097,122.490915,4.710503,70.92,F
LAMOST J231659.09+262154.5,3903108,349.246249,26.365139,51.85,F
LAMOST J041848.66+455703.4,470203008,64.70275,45.950947,64.99,A
LAMOST J064036.18+162151.1,286005089,100.15078,16.364214,90.25,Ap
LAMOST J064915.34+032944.4,368903063,102.313929,3.495687,76.94,Ap
LAMOST J040050.51+493142.9,15006152,60.210468,49.52859,64.29,G
LAMOST J061532.85+231616.8,483209020,93.886887,23.271353,59.75,M
LAMOST J052508.76+175713.7,374416146,81.286539,17.953808,67.6,B
LAMOST J004016.81+401144.5,1603037,10.07008,40.195713,71.31,F
LAMOST J090655.27+512006.1,49011231,136.73032,51.335037,171.65,K
LAMOST J063019.83+203646.3,431504235,97.582636,20.612868,114.42,A
LAMOST J131630.29+170117.7,49207100,199.12623,17.021585,118.57,K
LAMOST J224158.24+320323.3,1215129,340.4927,32.056473,112.48,F
LAMOST J224505.90+313704.1,1209029,341.2746,31.617826,69.47,F
LAMOST J015048.32+372528.4,371007183,27.701359,37.42456,57.59,M
LAMOST J094803.93+323908.5,18615088,147.0164,32.652374,57.55,G
LAMOST J061400.18+223000.6,399908007,93.500028,22.500441,363.97,B
LAMOST J111502.98+004645.5,418103171,168.762424,0.779325,53.02,M
LAMOST J223223.28+310214.5,1214198,338.097021,31.037386,109.82,F
LAMOST J192654.78-023207.2,582104079,291.728273,-2.535355,75.44,Ap
LAMOST J193106.67+381941.8,369706022,292.77783,38.328288,566.14,B
LAMOST J220033.79+132040.2,378905060,330.140794,13.344523,60.32,M
LAMOST J053719.78+173816.4,393304216,84.332454,17.637916,110.08,B
LAMOST J041248.01+425252.2,190115055,63.200042,42.881169,86.89,Ap
LAMOST J123037.20+360753.1,456908042,187.655021,36.131419,61.54,M
LAMOST J054213.19+251643.0,434414160,85.554989,25.278612,56.25,A
LAMOST J060124.03+231548.9,486314041,90.350158,23.263611,133.12,M
LAMOST J195435.23+484704.7,462802031,298.646806,48.784642,195.36,A
LAMOST J004215.04+344942.6,15810229,10.562686,34.828522,61.4,G
LAMOST J180529.11+013235.9,458604053,271.371294,1.543313,87.55,M
LAMOST J095925.60+300609.1,18607074,149.855677,30.102528,82.27,G
LAMOST J181344.44+052756.5,347807200,273.435178,5.465713,98.93,B
LAMOST J060403.84+220736.8,486310028,91.016027,22.126896,135.15,A
LAMOST J115506.73+042102.4,407615019,178.778062,4.350681,63.64,M
LAMOST J060129.52+230526.4,485110150,90.373037,23.090673,136.85,M
LAMOST J041801.07-043502.2,55801063,64.50446,-4.583961,74.27,K
LAMOST J060412.30+241418.9,399916079,91.05126,24.23859,165.3,B
LAMOST J094922.96+292710.0,50410123,147.343728,29.452787,78.37,K
LAMOST J055025.05+421142.2,409815072,87.604377,42.195068,83.91,A
LAMOST J075800.62+150232.2,392803158,119.50262,15.042286,60.75,M
LAMOST J213729.90+370549.4,473303212,324.374622,37.097075,146.29,A
LAMOST J041502.85+525744.3,354107153,63.760978,52.962328,248.8,B
LAMOST J064856.79+042229.9,368916092,102.236666,4.374975,301.74,B
LAMOST J041738.27+505720.4,379003055,64.408062,50.955683,514.29,B
LAMOST J231218.19+572351.0,275009132,348.075799,57.397509,135.86,B
LAMOST J053515.24+463342.7,686905034,83.813505,46.561871,108.48,Ap
LAMOST J145206.76+365208.7,457903139,223.028188,36.869091,89.21,M
LAMOST J060632.92+222601.7,483210163,91.63718,22.433816,184.14,A
LAMOST J004353.16+362316.2,15816184,10.971525,36.387844,65.61,G
LAMOST J140359.18+072249.4,50801017,210.99662,7.380411,139.78,K
LAMOST J004727.07+332321.8,15801069,11.862816,33.38939,73.86,G
LAMOST J010459.66+284703.2,7708178,16.248588,28.784229,51.29,F
LAMOST J221103.75+290739.6,605022,332.765653,29.127672,108.28,F
LAMOST J223856.53+324644.7,1216145,339.735576,32.779091,83.13,F
LAMOST J004208.60+360310.9,15814132,10.535839,36.053052,56.64,G
LAMOST J030855.85+260741.0,14307224,47.232729,26.128079,55.01,G
LAMOST J064330.36+002948.5,385407189,100.876514,0.496807,185.48,A
LAMOST J135330.98-005048.4,49315183,208.37912,-0.846804,51.6,K
LAMOST J224452.13+302854.4,1208022,341.217249,30.481796,83.11,F
LAMOST J200120.38+273305.3,461516117,300.334954,27.551475,201.39,A
LAMOST J054929.02+250622.8,116314137,87.370944,25.10634,116.31,Ap
LAMOST J073827.40+512020.3,448308142,114.61418,51.338977,53.62,M
LAMOST J010901.98+021424.2,55106096,17.25829,2.24008,241.57,K
LAMOST J101333.40+263552.9,11404130,153.389177,26.598055,56.43,G
LAMOST J103043.26+220146.3,448203122,157.680288,22.02953,52.42,M
LAMOST J191836.39+392312.3,52603073,289.651625,39.38675,69.01,K
LAMOST J192422.84+395825.7,52515101,291.095208,39.973833,83.61,K
LAMOST J132730.58+174808.1,425012198,201.877448,17.80226,89.77,M
LAMOST J042829.50+412003.7,413806194,67.122928,41.334378,104.45,Ap
LAMOST J064721.25+132355.2,436515151,101.838566,13.398678,172.51,A
LAMOST J055132.43+292559.6,408813094,87.885147,29.433248,59.3,A
LAMOST J065945.45+172539.7,84311176,104.9394,17.427713,144.98,Ap
LAMOST J070759.24+024110.1,382201006,106.997723,2.686066,143.27,B
LAMOST J213243.43+331712.5,757403154,323.180961,33.286822,468.39,Ap
LAMOST J231934.49+261137.5,3903132,349.893725,26.193766,60.9,F
LAMOST J072351.53+495300.9,439116149,110.96472,49.883603,70.67,M
LAMOST J194310.81+400138.6,367702234,295.79507,40.02739,257.14,B
LAMOST J052626.92+484438.8,191114149,81.612172,48.744131,61.51,Ap
LAMOST J194004.41+262423.2,469001195,295.018397,26.406458,90.42,A
LAMOST J042430.19+513023.0,169201099,66.125802,51.506401,99.78,Ap
LAMOST J192137.78+383651.0,52403008,290.407417,38.614194,109.29,K
LAMOST J232835.32+474302.0,469206017,352.147207,47.717225,263.56,Ap
LAMOST J064706.69+155713.7,446205136,101.7779,15.95382,524.54,A
LAMOST J220347.02+004945.5,103115,330.945955,0.829324,52.87,F
LAMOST J063035.50+035245.3,442706144,97.648582,3.879632,235.98,Ap
LAMOST J110724.53+293034.8,14209187,166.852221,29.509689,141.79,G
LAMOST J014401.82+301904.1,14704071,26.007605,30.317806,53.73,G
LAMOST J204151.60+482727.9,361807136,310.465001,48.457772,109.38,B
LAMOST J051837.87+421552.2,252815019,79.657801,42.264508,50.84,Ap
LAMOST J061550.79+215355.0,486807113,93.96165,21.89863,263.74,A
LAMOST J005214.57+395837.7,1606236,13.060715,39.977149,53.38,F
LAMOST J020307.46+571006.5,380811149,30.781091,57.168492,300.88,B
LAMOST J162112.86+374104.2,50503202,245.303603,37.68452,59.95,K
LAMOST J224908.79+312605.4,1213246,342.286648,31.434853,61.52,F
LAMOST J071954.72-010006.5,724605131,109.978032,-1.001825,137.16,Ap
LAMOST J014909.11+010253.0,18702240,27.287999,1.04806,63.75,G
LAMOST J012622.57+305801.3,15205027,21.594075,30.967051,55.39,G
LAMOST J063259.14+180210.4,274307248,98.246447,18.036225,54.69,B
LAMOST J054528.88+332135.9,297001181,86.370374,33.359987,57.46,B
LAMOST J094532.22+293743.8,18602211,146.383253,29.628855,91.31,G
LAMOST J133157.94+320516.7,48715208,202.991443,32.087982,60.68,K
LAMOST J062909.30+034209.1,101409159,97.288779,3.70255,50.73,Ap
LAMOST J034514.56+412742.0,403904142,56.31069,41.461692,69.34,M
LAMOST J223522.33+314336.5,469712185,338.84306,31.726816,63.33,M
LAMOST J083332.36+513524.0,48911156,128.38486,51.590027,67.44,K
LAMOST J050520.80+403931.5,405709056,76.336699,40.658776,55.35,Ap
LAMOST J032713.76+202528.7,387713244,51.807367,20.424662,55.19,M
LAMOST J052552.63+340336.9,274716028,81.468904,34.06061,264.04,B
LAMOST J061811.99+242426.3,483212164,94.549977,24.407323,191.81,A
LAMOST J130842.99+163413.9,49201086,197.17915,16.57053,154.24,K
LAMOST J010153.80+300519.8,7704175,15.474196,30.088839,54.4,F
LAMOST J005008.04+370246.4,16311197,12.533501,37.046243,50.45,G
LAMOST J233328.45+304216.5,705165,353.36855,30.704592,68.13,F
LAMOST J061840.27+172609.8,686102179,94.667833,17.436063,163.46,Ap
LAMOST J054448.13+153040.2,370109082,86.200567,15.511176,65.45,B
LAMOST J102357.35+291835.7,14105005,155.988972,29.309919,76.18,G
LAMOST J162237.71+352933.4,50501057,245.656038,35.492624,74.76,K
LAMOST J004528.72+353119.4,14603219,11.369672,35.522074,52.66,G
LAMOST J080340.14+273941.3,2002026,120.91727,27.661492,61.36,F
LAMOST J163050.68+380316.0,50509194,247.712214,38.054851,54.47,K
LAMOST J043523.61+542022.5,377902189,68.846979,54.339589,389.48,B
LAMOST J191619.47+390600.2,52510233,289.081125,39.100083,52.86,K
LAMOST J064050.60+113032.8,415702074,100.21085,11.50913,84.94,A
LAMOST J061120.30+203745.9,399901015,92.8346,20.62944,154.07,B
LAMOST J061216.87+352431.1,312909075,93.0703,35.408639,69.29,B
LAMOST J082424.21+200205.9,406904238,126.10088,20.034993,56.56,M
LAMOST J051137.14+451048.7,307305180,77.904791,45.18021,126.32,B
LAMOST J062407.22+193958.1,431505188,96.030087,19.666164,78.53,A
LAMOST J060216.46+081030.0,471413082,90.568598,8.175023,51.87,M
LAMOST J073403.90+275757.8,3405172,113.51626,27.96606,72.31,F
LAMOST J034823.22+163107.4,427905199,57.096772,16.518731,146.93,A
LAMOST J070109.61+083735.9,396303005,105.290071,8.626644,97.35,B
LAMOST J043554.26+411654.8,295303207,68.976117,41.28189,56.67,Ap
LAMOST J004502.19+401406.5,7004076,11.259166,40.235163,66.13,F
LAMOST J075045.59+284346.5,2715241,117.68998,28.729606,72.17,F
LAMOST J062941.80+243450.9,402314129,97.424199,24.580829,152.88,B
LAMOST J004335.92+364040.8,15816190,10.899685,36.678005,59.3,G
LAMOST J063946.19+290615.1,2603073,99.942499,29.104201,75.87,F
LAMOST J054113.05+334648.5,319907043,85.304403,33.780147,132.09,B
LAMOST J064754.14+201923.0,687110147,101.975599,20.323062,218.25,Ap
LAMOST J064336.81+033506.4,385412186,100.903382,3.585111,114.99,B
LAMOST J020630.69+543108.5,380704124,31.627886,54.519031,176.3,B
LAMOST J065451.52+285900.6,15705199,103.71469,28.983516,56.26,G
LAMOST J041501.00+555000.2,354109069,63.7542,55.833406,71.7,B
LAMOST J171622.23+162400.2,51213223,259.093329,16.399691,69.25,K
LAMOST J190454.87+302750.8,469405018,286.22864,30.464125,59.85,M
LAMOST J024946.17+535818.5,244002193,42.442414,53.971807,107.48,A
LAMOST J191730.07+390032.7,52503095,289.375333,39.009092,97.28,K
LAMOST J092559.32+261901.0,15906210,141.497198,26.316965,63.2,G
LAMOST J224549.67+310625.7,1209015,341.456966,31.107161,58.82,F
LAMOST J005035.41+342333.7,15804091,12.647572,34.392706,77.7,G
LAMOST J094515.97+302349.7,18602188,146.316568,30.397152,86.81,G
LAMOST J060942.00+334340.1,265102033,92.425041,33.727813,73.02,B
LAMOST J074903.84+295427.9,2716143,117.266,29.907766,56.8,F
LAMOST J232844.45+312730.1,703055,352.185221,31.458372,52.33,F
LAMOST J095113.35+290754.4,18601207,147.805647,29.131804,64.02,G
LAMOST J034449.68+271838.7,17008222,56.207028,27.310758,50.81,G
LAMOST J064638.11+034735.8,368914205,101.658796,3.793278,63.04,B
LAMOST J062441.95+192046.0,274305196,96.174825,19.346127,61.77,Ap
LAMOST J035853.48+274019.6,1405057,59.72285,27.672124,104,F
LAMOST J035737.05+262250.8,1402110,59.404412,26.38079,60.42,F
LAMOST J061222.91+233039.7,486804058,93.095461,23.511028,243.6,A
LAMOST J045610.68+443929.5,309104098,74.044516,44.658199,82.27,B
LAMOST J041958.50+521604.6,379015163,64.99379,52.26876,471.3,B
LAMOST J052345.23+411155.6,294309008,80.938461,41.198797,76.06,B
LAMOST J044103.60+481729.0,217915245,70.265,48.291401,96.37,Ap
LAMOST J105823.79+281013.1,14203245,164.599163,28.170309,64.51,G
LAMOST J053235.30+293751.9,408814242,83.147098,29.631084,63.47,A
LAMOST J083045.41+002656.2,336507239,127.689228,0.448966,226.19,B
LAMOST J062134.47+165208.6,407303197,95.393651,16.869076,53.62,Ap
LAMOST J061039.19+213204.0,483201051,92.663323,21.534467,278,A
LAMOST J033627.81+501527.6,393113241,54.115879,50.257686,75.73,A
LAMOST J063348.12+212314.7,431513152,98.4505,21.38742,56.43,M
LAMOST J102835.91+285956.2,14107065,157.149649,28.998968,98.27,G
LAMOST J050416.59+423935.3,364907186,76.069131,42.659812,60.8,Ap
LAMOST J110816.17+295306.8,14213163,167.067388,29.885229,52.38,G
LAMOST J192205.26+401438.7,52515022,290.521917,40.244111,122.92,K
LAMOST J085115.03+150943.5,48502123,132.81264,15.162093,122.13,K
LAMOST J183749.11+035351.7,583716208,279.454649,3.8977,52.59,Ap
LAMOST J192103.88+404030.3,52515168,290.266208,40.675111,64.02,K
LAMOST J155541.81-023018.6,51407096,238.92423,-2.505177,148.56,K
LAMOST J063931.00+030905.2,385409082,99.879169,3.151459,79.63,A
LAMOST J041107.37+541638.2,354104097,62.780749,54.277286,125.56,B
LAMOST J064557.00+302628.9,2615034,101.48751,30.441362,56.97,F
LAMOST J073141.24+095908.6,397002153,112.921414,9.985749,191.53,A
LAMOST J203059.26+382310.3,248108034,307.746958,38.386198,128,A
LAMOST J230149.28+275342.2,4804199,345.455334,27.895069,50.93,F
LAMOST J232127.30+580855.2,392511023,350.363791,58.148681,92.26,A
LAMOST J062409.08+275320.7,903226,96.037839,27.889086,114.72,F
LAMOST J142834.93+425755.2,447703011,217.145581,42.965343,66.71,M
LAMOST J053520.49+334050.3,380501063,83.83541,33.680664,259.11,B
LAMOST J101441.03+320706.9,14114019,153.670974,32.118603,81.89,G
LAMOST J041725.02-025301.6,55803185,64.354259,-2.883804,54.46,K
LAMOST J065311.33-053512.4,696607182,103.297245,-5.586779,213.41,Ap
LAMOST J025706.19-014926.6,205228,44.27583,-1.824068,50.34,F
LAMOST J063450.12+203544.5,218209135,98.708867,20.595699,149.73,Ap
LAMOST J011637.57+051728.5,476405243,19.156548,5.291272,57.99,M
LAMOST J192141.97+393612.6,52503134,290.424875,39.6035,256.77,K
LAMOST J170305.25+174349.9,51516198,255.773091,17.730436,52.13,K
LAMOST J193258.25+402737.0,52803202,293.242742,40.460292,67.37,K
LAMOST J063737.29+240959.0,402315115,99.405395,24.16639,166.64,B
LAMOST J005035.41+342333.7,16304091,12.647572,34.392706,64.45,G
LAMOST J015813.82+032134.8,18713152,29.55761,3.359673,54.49,G
LAMOST J225143.09+570324.3,275003096,342.929569,57.056767,146.03,B
LAMOST J161937.96+375316.5,50503104,244.908182,37.887931,75.15,K
LAMOST J224048.98+292249.5,1201166,340.204101,29.38043,69.3,F
LAMOST J204520.62+361917.7,373014055,311.335928,36.321585,92.07,B
LAMOST J061239.79+183944.5,437303025,93.1658,18.662384,102.05,A
LAMOST J055453.19+140706.8,271101227,88.72165,14.11858,72.75,Ap
LAMOST J191837.09+382548.0,52405191,289.654583,38.43,294.6,K
LAMOST J205126.72+355118.7,373004195,312.861355,35.855196,77.03,B
LAMOST J060424.46+235053.3,483214225,91.10195,23.84814,73.96,M
LAMOST J100442.51+261304.2,11410194,151.177137,26.217848,60.12,G
LAMOST J063930.58+120033.0,436510150,99.877425,12.009181,114.34,A
LAMOST J234316.72+290730.3,1303063,355.819695,29.125109,71.82,F
LAMOST J065719.60+000306.7,255703174,104.331686,0.051872,119.4,Ap
LAMOST J055913.11+274821.6,212108178,89.804663,27.806023,64.49,A
LAMOST J140654.02-033651.1,449710214,211.725086,-3.614214,54.96,M
LAMOST J002403.91+530427.8,836511180,6.016328,53.074401,112.67,Ap
LAMOST J060651.39+220452.5,399905178,91.71413,22.08127,453.83,Ap
LAMOST J233213.59+291806.9,701038,353.056664,29.301918,57.24,F
LAMOST J171516.73+161552.6,51513088,258.819727,16.264623,62.89,K
LAMOST J014910.18+570750.9,468909051,27.292442,57.13081,62.19,M
LAMOST J060550.38+375602.4,83106093,91.459922,37.934013,175.48,Ap
LAMOST J045210.18+484748.9,393708174,73.042428,48.797318,54.74,B
LAMOST J061458.01-025308.1,218715072,93.741726,-2.885591,140.64,A
LAMOST J032742.45+013620.1,388511069,51.926902,1.605589,52.93,M
LAMOST J061123.46+235158.4,485115198,92.847773,23.866233,445.34,A
LAMOST J225243.23+302945.7,1206134,343.18016,30.49605,85.99,F
LAMOST J154654.06+282740.6,51003250,236.72529,28.461304,54.93,K
LAMOST J064005.50+283513.9,409109084,100.022937,28.587222,66.04,M
LAMOST J064827.47+043125.2,368916089,102.114492,4.523691,82.92,B
LAMOST J070122.20+012328.4,368907202,105.342514,1.391226,88.3,B
LAMOST J064549.07+014130.7,385406053,101.454465,1.691876,285.16,B
LAMOST J071659.83+064657.5,369603017,109.249329,6.782651,52.08,M
LAMOST J054326.34+174100.2,393313233,85.859786,17.683412,194.04,A
LAMOST J132410.32+524139.6,397904162,201.043012,52.694348,167.72,M
LAMOST J091420.29+281233.8,15915245,138.583033,28.209391,144.6,G
LAMOST J064027.74+015625.1,385409023,100.114969,1.940328,272.16,B
LAMOST J224418.55+295154.9,1208191,341.077329,29.865257,50.98,F
LAMOST J140744.51+080720.3,50907058,211.93548,8.122309,54.53,K
LAMOST J134045.83+140826.3,420613099,205.190963,14.140639,64.69,M
LAMOST J140029.56-001038.4,49312023,210.12319,-0.177338,84.23,K
LAMOST J060743.94+212641.7,486302002,91.933092,21.444939,202.43,M
LAMOST J115712.29+593453.5,49512007,179.30123,59.581539,100.9,K
LAMOST J063047.73+231150.9,220002154,97.698886,23.197497,59.59,A
LAMOST J025659.74+553522.7,244004030,44.248929,55.589654,121.58,A
LAMOST J103124.07+263617.6,16010192,157.849203,26.604904,60.93,G
LAMOST J060518.33+240216.8,486814093,91.326413,24.038013,153.15,Ap
LAMOST J064725.59+114123.4,436503005,101.856649,11.689839,195.13,A
LAMOST J221922.70+180509.9,75311057,334.844607,18.08609,253.36,Ap
LAMOST J024600.12+534517.9,5104149,41.500529,53.754994,68.58,F
LAMOST J081530.28+150745.9,392103004,123.8762,15.129431,56.37,M
LAMOST J095219.15+441939.9,328016030,148.0798,44.327758,72.82,B
LAMOST J060947.67+182658.2,417103122,92.448629,18.449508,73.09,M
LAMOST J195740.07+252156.6,461510212,299.416991,25.365723,79.62,A
LAMOST J025819.12+505305.3,16102161,44.579682,50.884833,58.22,G
LAMOST J022054.21+521824.6,250616062,35.225888,52.306834,280.75,A
LAMOST J100145.46+375733.2,196906029,150.439419,37.959239,270.05,Ap
LAMOST J055103.54+284357.9,212003088,87.764755,28.732755,75.26,A
LAMOST J034020.46+045516.7,6608024,55.08526,4.92131,227.82,F
LAMOST J055208.81+325410.6,269306094,88.036734,32.902953,95.88,Ap
LAMOST J191430.31+402716.9,243113025,288.626325,40.454703,587.15,Ap
LAMOST J170006.64+155019.5,51210007,255.027671,15.838753,65.94,K
LAMOST J200419.64+460206.0,364309017,301.081865,46.035001,224.7,B
LAMOST J055710.67+282732.1,212104084,89.294481,28.458931,70.81,Ap
LAMOST J204458.88+375346.7,373016207,311.24536,37.896331,151.06,Ap
LAMOST J111512.03+540926.6,416012197,168.80013,54.157416,105.62,M
LAMOST J064419.36-062523.6,696602116,101.080692,-6.423243,122.85,Ap
LAMOST J064259.86+112242.4,436510208,100.749451,11.378456,74.03,A
LAMOST J103020.67+265506.0,16010094,157.58495,26.91836,81.01,G
LAMOST J073305.76+440827.1,438006107,113.27403,44.140883,64.42,M
LAMOST J110933.62+270716.4,14207210,167.39011,27.121225,93.54,G
LAMOST J165640.41+032554.4,449910148,254.168379,3.431793,59.88,M
LAMOST J221629.09+282631.0,607224,334.121219,28.441961,72.09,F
LAMOST J103839.78+271857.8,16004184,159.664251,27.316067,145.31,G
LAMOST J062152.93+222056.2,486306103,95.470574,22.348957,140.33,A
LAMOST J064223.30+003118.5,265715169,100.597123,0.521811,71.25,B
LAMOST J054844.18+522027.8,216408079,87.184098,52.34108,155.6,Ap
LAMOST J135855.86+082703.9,50805224,209.73275,8.451097,146.96,K
LAMOST J005921.25+343112.4,15806148,14.838552,34.520129,53.15,G
LAMOST J020456.58+545238.0,380804070,31.235784,54.877234,235.52,B
LAMOST J062758.34+213023.8,431615140,96.993121,21.506638,310.95,A
LAMOST J004507.36+343936.7,15803039,11.280698,34.660211,67.27,G
LAMOST J005343.92+331823.9,15807108,13.433021,33.306642,60.06,G
LAMOST J231728.96+204640.6,384709061,349.37068,20.777966,53.72,M
LAMOST J062126.93+210600.8,428005081,95.36223,21.100225,128.92,A
LAMOST J020107.28+551353.5,380804042,30.280342,55.231534,383.68,B
LAMOST J014814.97+005819.9,384202233,27.062389,0.972217,52.07,M
LAMOST J192748.79+381310.8,52408102,291.953292,38.219667,194.78,K
LAMOST J032417.30+494002.9,393104168,51.072089,49.66664,126.75,B
LAMOST J224549.02+284737.6,1207248,341.454256,28.793805,62.3,F
LAMOST J030636.49+503746.5,16102240,46.652054,50.629595,72.66,G
LAMOST J095946.95+312816.5,18606031,149.943999,31.47127,348.23,G
LAMOST J064035.41+031044.0,385409089,100.14784,3.178532,206.43,B
LAMOST J153834.12+513404.8,53205074,234.64219,51.568012,188.35,K
LAMOST J081204.17+050736.1,8405142,123.01741,5.12672,100.05,F
LAMOST J125242.16+355230.8,458711135,193.175679,35.875238,57.97,M
LAMOST J095819.52+295534.8,18607019,149.579871,29.926348,171.21,G
LAMOST J025134.81+554343.9,5012136,42.895058,55.728862,112.8,F
LAMOST J064744.36+092432.3,615916160,101.934855,9.408997,195.03,Ap
LAMOST J025753.44+002243.7,482907023,44.472688,0.378827,51.4,M
LAMOST J131547.39+111625.8,414501195,198.947493,11.273841,51.55,M
LAMOST J061927.52+352257.5,265104054,94.864687,35.382661,70.56,B
LAMOST J052347.74+403307.6,294308135,80.948957,40.552117,90.04,Ap
LAMOST J041932.73+525300.5,379016146,64.887791,52.882998,307.74,B
LAMOST J170451.67+181554.8,51516233,256.214302,18.264693,147.08,K
LAMOST J155339.62+280713.7,51005125,238.41509,28.120495,53.6,K
LAMOST J023137.03+540549.0,4910148,37.904331,54.096948,94.03,F
LAMOST J075006.34+274941.5,2703189,117.52645,27.828219,74.82,F
LAMOST J053518.86+353822.8,297003051,83.828384,35.639471,241.75,B
LAMOST J063418.32+230955.7,402303037,98.576338,23.165473,102.26,A
LAMOST J061055.21+225755.3,483204183,92.730061,22.965375,327.66,A
LAMOST J223943.61+292941.2,1205097,339.931745,29.494795,75.15,F
LAMOST J142925.16+304002.6,458312166,217.354864,30.667399,56.23,M
LAMOST J030309.42+023506.6,483013031,45.789254,2.585167,60.72,M
LAMOST J061244.65+223058.0,486805116,93.186054,22.51613,186.79,A
LAMOST J102341.46+260323.0,11406101,155.922788,26.056402,55.29,G
LAMOST J061531.10+212406.6,399907119,93.879607,21.401854,198.45,A
LAMOST J040527.43+552819.2,354115238,61.364323,55.472019,96.11,B
LAMOST J225134.42+302446.2,1206160,342.893432,30.412844,61.66,F
LAMOST J043230.34+173140.5,426004144,68.126454,17.527932,175.67,M
LAMOST J063018.34+004255.8,101407159,97.576458,0.715516,59.83,Ap
LAMOST J232452.99+310200.7,710010,351.220805,31.033552,70.3,F
LAMOST J054613.78+421414.5,243507099,86.55743,42.237362,105.61,A
LAMOST J063816.40+170635.0,446210140,99.568369,17.109726,97.45,A
LAMOST J004105.74+412113.8,1615248,10.273935,41.353851,51.4,F
LAMOST J054950.28+163157.3,643710175,87.459524,16.532598,97.54,Ap
LAMOST J063318.90+173429.7,286010129,98.328778,17.574942,86.96,B
LAMOST J095443.66+312519.7,18604241,148.68192,31.422159,66.34,G
LAMOST J004938.60+342322.1,14604142,12.410851,34.389499,55.55,G
LAMOST J060514.76+251711.5,421008177,91.311517,25.286554,53.11,A
LAMOST J062322.46+280219.3,910231,95.843611,28.038705,98.15,F
LAMOST J082334.91+171643.5,476212044,125.89546,17.27876,67.38,M
LAMOST J095249.16+291008.7,14006167,148.204843,29.1691,51.83,G
LAMOST J065925.24+101015.8,392007033,104.85518,10.171076,158.42,A
LAMOST J074405.34-021414.7,275405104,116.022279,-2.237442,60.03,B
LAMOST J223644.70+284703.8,1202114,339.186267,28.784395,78.74,F
LAMOST J032614.66+155945.0,406513128,51.561122,15.995839,52.21,M
LAMOST J015744.80+551302.3,468906178,29.43667,55.217322,63.79,M
LAMOST J053825.59+301943.7,274707221,84.606626,30.328808,104.79,B
LAMOST J003951.99+361912.5,468809116,9.966651,36.320154,78.57,M
LAMOST J152837.06+524036.0,53214235,232.15444,52.676689,81.75,K
LAMOST J044557.85+110020.9,183610125,71.491065,11.005817,94.01,Ap
LAMOST J034730.09+492735.1,26005167,56.875412,49.459762,69.75,Ap
LAMOST J060304.58+040539.6,483613182,90.769089,4.094361,107.64,A
LAMOST J005911.73+025847.0,55103141,14.798881,2.979729,97.01,K
LAMOST J064345.81+141042.9,415715150,100.94091,14.178594,51.84,M
LAMOST J052409.01+361324.1,213508111,81.037565,36.223375,62.97,A
