DESIG,OBSID,RA,DEC,SN/g,SUBCLASS
LAMOST J050732.06+505754.1,168603048,76.883624,50.965038,238.4,Ap
LAMOST J043729.75+430808.0,603011200,69.373987,43.135569,270.6,Ap
LAMOST J095742.77+312454.8,18608092,149.428217,31.415224,51.83,G
LAMOST J212856.82+375315.0,471209017,322.236756,37.887521,206.32,A
LAMOST J232609.48+300351.2,702200,351.53954,30.06423,58.52,F
LAMOST J062913.19+140148.5,268001006,97.304988,14.030142,71.95,B
LAMOST J122229.60+404935.5,294201028,185.623364,40.82655,252.84,B
LAMOST J050350.34+143511.6,402706144,75.959789,14.586556,66.13,M
LAMOST J005020.60+342639.5,16304080,12.585842,34.444318,55.67,G
LAMOST J093654.25+280625.9,14002207,144.226083,28.107199,72.62,G
LAMOST J191918.98+403608.3,52516151,289.827917,40.602333,260.62,K
LAMOST J095350.28+305016.9,18605120,148.459512,30.838041,50.94,G
LAMOST J112436.08+305454.7,48614088,171.150342,30.91522,101.99,K
LAMOST J015626.53+031620.7,18709037,29.110551,3.272441,57.4,G
LAMOST J204815.27+294043.1,475203162,312.063648,29.678639,95.79,M
LAMOST J210650.98-000901.6,370201191,316.712437,-0.150453,58.87,M
LAMOST J020012.92+082206.2,55703147,30.053872,8.368405,50.53,K
LAMOST J035931.06+294304.8,1415209,59.879454,29.718016,66.36,F
LAMOST J094442.88+551703.5,421308165,146.178704,55.28433,63.23,M
LAMOST J083339.50+475942.6,48905078,128.4146,47.995182,50.37,K
LAMOST J103146.44+310238.2,14113207,157.943538,31.043966,276.54,G
LAMOST J065241.74+083530.0,30111024,103.17394,8.591672,162.08,Ap
LAMOST J044509.57+532820.0,377901039,71.2883,53.472243,675.91,B
LAMOST J062619.57+194907.6,898015138,96.581576,19.818801,81.57,B
LAMOST J091240.08+264732.6,425203245,138.167038,26.792412,98.48,M
LAMOST J032527.64+574525.9,251111098,51.365196,57.757218,160.21,A
LAMOST J014931.74+440912.4,401909184,27.382287,44.153447,50.19,M
LAMOST J060518.19+125728.8,679502122,91.325815,12.958002,179.88,Ap
LAMOST J220335.95+314427.6,616088,330.899808,31.741009,84.39,F
LAMOST J035236.97+330736.0,181907030,58.154045,33.126667,711.66,Ap
LAMOST J041042.92+232639.8,404315099,62.678872,23.444399,52.76,M
LAMOST J070243.20+100948.5,396315004,105.680117,10.163799,239.39,A
LAMOST J065605.56+005915.5,255715072,104.023181,0.987664,70.81,Ap
LAMOST J100234.48+042846.5,447407012,150.643689,4.479589,58.85,M
LAMOST J035803.99+280636.1,1403023,59.516631,28.110048,65.53,F
LAMOST J035422.01+290846.5,1414154,58.591721,29.146259,80.37,F
LAMOST J003804.25+400354.7,1603237,9.51774,40.065201,65.32,F
LAMOST J063850.60+174405.1,446214212,99.710866,17.734752,224.24,A
LAMOST J060552.89+213305.9,485102126,91.47041,21.551644,50.09,M
LAMOST J070008.36+165208.0,372815049,105.03484,16.868889,53.04,Ap
LAMOST J055052.94+214344.2,171805183,87.720611,21.728946,57.84,Ap
LAMOST J192911.92+474442.9,362710035,292.299698,47.745274,242.05,B
LAMOST J231451.28+551043.0,392510156,348.713694,55.178623,91.02,B
LAMOST J220925.40+321234.6,611092,332.355861,32.209625,52.12,F
LAMOST J004120.07+555938.9,171109238,10.333644,55.99416,82.53,Ap
LAMOST J110147.26+311825.6,14211130,165.446942,31.307119,89.14,G
LAMOST J154004.83+513554.3,53105056,235.02016,51.598438,58.82,K
LAMOST J025037.77-014644.9,18103190,42.657392,-1.779141,68.26,G
LAMOST J004852.69+572845.7,469303140,12.21956,57.479376,665.47,A
LAMOST J093822.38-041344.8,409005090,144.59328,-4.229118,63.45,M
LAMOST J105605.93+301958.2,14216183,164.024728,30.332853,90.13,G
LAMOST J185228.74+482414.1,351110104,283.119782,48.403943,197.46,B
LAMOST J195020.69+443646.5,364302182,297.586242,44.612942,130.9,B
LAMOST J195820.43+401246.5,367907185,299.585134,40.212928,473.48,B
LAMOST J155947.30+440359.7,446910166,239.947086,44.066591,155.29,M
LAMOST J054014.63+535418.3,264602043,85.060996,53.90509,66.96,Ap
LAMOST J064645.63+155741.6,446205145,101.69016,15.96158,306.61,M
LAMOST J113102.91+050510.2,402409090,172.762129,5.086186,50.3,M
LAMOST J151038.65+254620.3,51107197,227.659733,25.772333,205.69,K
LAMOST J052501.49+313249.5,274710210,81.256125,31.547107,325.9,B
LAMOST J112433.97+192835.1,393414078,171.141569,19.476434,61.98,M
LAMOST J092725.92+344352.0,434612045,141.858024,34.731121,68.33,M
LAMOST J042912.35+151626.0,420207058,67.30146,15.273897,81.35,M
LAMOST J061548.12+363657.2,220515204,93.950509,36.615896,86.93,Ap
LAMOST J084207.10+121621.6,380207230,130.528809,12.272693,292.53,Ap
LAMOST J060506.01+225232.1,399903089,91.27505,22.8756,279.37,A
LAMOST J150655.54+221238.8,435804134,226.731451,22.210791,63.16,M
LAMOST J223516.40+314344.9,1214087,338.81837,31.729166,54.23,F
LAMOST J062224.69+162335.6,268003052,95.60291,16.393248,96.29,Ap
LAMOST J062152.73+213104.1,218316077,95.469722,21.517809,98.96,A
LAMOST J061746.05+223307.0,483206238,94.441905,22.551972,218.17,A
LAMOST J064545.16-002428.2,265704035,101.438169,-0.407837,118.49,B
LAMOST J061734.70+231551.1,399913208,94.394153,23.264218,323.59,B
LAMOST J062344.32+270800.1,1902183,95.934692,27.133383,51.48,F
LAMOST J055545.02+180021.2,99011078,88.93761,18.005903,68.8,Ap
LAMOST J024430.76+550307.2,5015005,41.128177,55.052003,112.3,F
LAMOST J191345.96+235604.4,462507060,288.441514,23.934582,129.71,A
LAMOST J063019.66+260609.3,901084,97.581935,26.102587,63.37,F
LAMOST J061931.51+232346.1,486313077,94.881329,23.396139,51.26,M
LAMOST J050142.31+433837.7,364908053,75.426292,43.643806,56.97,B
LAMOST J100340.24+314238.2,50411044,150.918913,31.711637,93.86,K
LAMOST J170856.44+172816.3,51515048,257.235174,17.47121,51.39,K
LAMOST J221134.89+310459.0,604221,332.895404,31.083067,52.05,F
LAMOST J162928.32+275912.0,347003150,247.36804,27.986673,64.64,B
LAMOST J024704.38+474135.4,697309029,41.76828,47.693184,135.85,Ap
LAMOST J080415.69-025543.1,475112068,121.065385,-2.92864,231.04,A
LAMOST J022642.52+054903.9,474704090,36.677202,5.817777,56.5,M
LAMOST J170359.34+162823.3,51203218,255.99727,16.473158,105.61,K
LAMOST J191459.10+395021.2,52514224,288.746254,39.839231,165.84,K
LAMOST J064837.85+125919.1,436515186,102.157743,12.98865,81.05,A
LAMOST J155127.59+510310.4,53107187,237.86498,51.052891,65.28,K
LAMOST J161439.32+381146.8,50514104,243.662593,38.197336,82.35,K
LAMOST J150909.75+493824.8,455706084,227.290658,49.640237,123.83,M
LAMOST J013710.14+561813.4,468903206,24.292273,56.303727,95.82,A
LAMOST J024456.72+533933.2,5104144,41.23636,53.659249,64.49,F
LAMOST J102807.60+301627.7,14108071,157.0317,30.274374,56.15,G
LAMOST J234527.66+275524.3,1305250,356.365272,27.92342,54.93,F
LAMOST J061401.29+380104.0,321705223,93.505397,38.017802,60.82,B
LAMOST J102625.04+321619.6,14112143,156.604336,32.272121,72.83,G
LAMOST J221232.41+300338.1,604087,333.135066,30.060596,100.79,F
LAMOST J053235.48+152109.4,374508053,83.147837,15.352614,76.52,Ap
LAMOST J010018.26+003129.7,55101037,15.076089,0.524924,73.1,K
LAMOST J084028.63+483338.7,48908021,130.11933,48.560772,62.32,K
LAMOST J055159.75+344338.8,297006110,87.998986,34.727455,63.91,B
LAMOST J061355.95+214258.2,370611075,93.48313,21.71617,91.1,B
LAMOST J100223.59+115048.8,484609037,150.598331,11.846903,55.05,M
LAMOST J061412.18+231415.8,428014108,93.55078,23.237728,67.31,A
LAMOST J073532.18+152346.2,418413206,113.88412,15.396177,62.7,M
LAMOST J042450.13+442059.5,275210083,66.208907,44.349884,56,B
LAMOST J055219.00+311334.8,212016250,88.07918,31.226351,119.47,A
LAMOST J062633.28+191021.7,435516238,96.638668,19.172698,104.41,A
LAMOST J225531.51+275647.2,4710014,343.881297,27.946468,53.2,F
LAMOST J054849.62+442420.2,426102036,87.20677,44.405614,73.36,A
LAMOST J053951.29+190721.8,393311037,84.96374,19.122749,279.85,Ap
LAMOST J021502.36+541714.2,380806097,33.758571,54.287287,85.82,B
LAMOST J043038.19+225428.8,421203159,67.659131,22.908021,136.3,M
LAMOST J053826.05+195630.3,547510062,84.608556,19.941757,409.4,Ap
LAMOST J055819.55+052843.9,483612244,89.581478,5.478887,75.66,M
LAMOST J223612.38+285644.8,1202205,339.051616,28.94578,52.97,F
LAMOST J115652.87+580920.4,49609238,179.22032,58.155678,148.34,K
LAMOST J135720.82+101803.3,50903101,209.33677,10.300941,63.63,K
LAMOST J015403.32+550923.1,468906236,28.513866,55.156444,229.3,A
LAMOST J101734.09+305200.8,14103078,154.392082,30.866907,74.64,G
LAMOST J065253.98+050113.9,368911008,103.22494,5.020548,130.98,B
LAMOST J234015.28+314101.8,709127,355.063706,31.683834,60.97,F
LAMOST J191715.93+375102.5,52402035,289.316396,37.850697,260.36,K
LAMOST J060455.31+322356.5,312902075,91.230481,32.399034,160.06,B
LAMOST J054912.20+254050.9,434415138,87.300862,25.680826,164.58,Ap
LAMOST J223803.79+294748.6,1205228,339.515812,29.796848,115.85,F
LAMOST J030324.20-071730.8,55308045,45.85086,-7.29189,61.4,K
LAMOST J231402.09+374449.7,854906147,348.508719,37.747143,138.62,Ap
LAMOST J060819.27+230525.3,485103197,92.0803,23.090381,175.45,M
LAMOST J204342.14+351614.7,373010188,310.924599,35.270768,314.26,B
LAMOST J000049.64+185647.8,54915166,0.206857,18.946626,54.02,K
LAMOST J100751.64+483231.6,385011028,151.965187,48.542131,56.07,M
LAMOST J013239.40+295244.3,15207249,23.164171,29.878992,56.78,G
LAMOST J180808.85+181046.2,461701169,272.036886,18.179501,57.08,M
LAMOST J154430.91+074942.8,425505152,236.128802,7.828564,155.04,M
LAMOST J234516.01+291900.5,1303204,356.316717,29.316826,57.73,F
LAMOST J193723.12+263905.9,469001095,294.34635,26.651641,66.92,M
LAMOST J170919.59+153539.6,51204079,257.331655,15.594356,51.21,K
LAMOST J011823.95+435827.6,392211018,19.599845,43.974748,240.18,B
LAMOST J061755.53+121245.8,647611062,94.481415,12.212739,144.22,Ap
LAMOST J033831.76+513357.1,15016079,54.632343,51.565887,86.54,Ap
LAMOST J054830.06+432054.5,409816045,87.125274,43.348497,89.26,A
LAMOST J004948.27+412622.2,1609033,12.45115,41.439507,57.14,F
LAMOST J005217.76+344115.9,15804104,13.074034,34.687774,55.96,G
LAMOST J223427.97+324500.1,1216043,338.616547,32.75005,51.59,F
LAMOST J085734.72+180113.5,48509174,134.39468,18.020422,66.01,K
LAMOST J052753.28+281325.5,15508143,81.972017,28.223759,52.79,G
LAMOST J050059.67+385837.5,123205124,75.248626,38.977103,89.59,Ap
LAMOST J193907.99+461408.4,52212142,294.783292,46.235694,59.74,K
LAMOST J151322.43+362821.7,321004122,228.343488,36.472703,191.02,B
LAMOST J193829.73+262816.6,469001104,294.623915,26.471304,100.87,A
LAMOST J223124.11+300202.8,1210176,337.85046,30.03413,84.48,F
LAMOST J033932.82+484859.7,393106194,54.886722,48.816174,194.23,B
LAMOST J073046.36+074820.3,379205171,112.693202,7.805645,181.75,B
LAMOST J050131.75+145947.0,402708076,75.382321,14.996412,71.37,M
LAMOST J094413.55+292202.9,14004091,146.056494,29.367495,82.54,G
LAMOST J094716.66+320913.7,18603107,146.81825,32.153831,116.72,G
LAMOST J052533.94+161809.7,374503134,81.391422,16.302702,50.51,M
LAMOST J224958.97+301921.0,1206182,342.495714,30.322502,54.89,F
LAMOST J065503.09+140033.5,392011175,103.76289,14.009319,112.24,A
LAMOST J165949.84+143939.0,51502172,254.956867,14.660859,73.79,K
LAMOST J064922.56+035934.6,898114091,102.344026,3.992972,143.34,B
LAMOST J063737.22+434906.5,435005198,99.405115,43.818473,53.04,M
LAMOST J192910.27+390410.8,52902193,292.292792,39.069667,100.53,K
LAMOST J022325.66+564448.1,15307205,35.8561,56.7463,50.35,G
LAMOST J035602.45+291626.6,1415060,59.010209,29.274077,73.52,F
LAMOST J064146.84+115243.5,436510001,100.445181,11.878776,167.79,A
LAMOST J223346.47+295459.1,1202184,338.443639,29.916443,51.71,F
LAMOST J235147.27+300153.4,1309108,357.94697,30.0315,69.44,F
LAMOST J045220.49+470209.4,217808071,73.085411,47.035959,82.74,A
LAMOST J035811.41+513459.8,374613168,59.547576,51.583298,196.98,Ap
LAMOST J032637.88+205447.6,476004038,51.657853,20.913239,52,M
LAMOST J033037.48+473337.4,393101118,52.654675,47.560392,227.67,B
LAMOST J012142.97+320526.4,15203060,20.429054,32.090668,57.53,G
LAMOST J064726.22+015423.7,368902151,101.858634,1.906646,369.49,B
LAMOST J060859.34+034727.4,371515012,92.248008,3.791241,677.9,Ap
LAMOST J041215.45+493154.8,379002175,63.064404,49.531914,59.79,Ap
LAMOST J005142.56+405101.9,1609242,12.927369,40.850543,50.17,F
LAMOST J135720.82+101803.3,50803101,209.33677,10.300941,64.28,K
LAMOST J035545.23+273622.5,1410175,58.938495,27.606255,55.52,F
LAMOST J062018.54+020109.4,442701236,95.076832,2.019283,125.28,A
LAMOST J060420.93-055158.3,211503143,91.087234,-5.866211,246.19,Ap
LAMOST J152103.56+253833.0,438915042,230.264835,25.642505,50.76,M
LAMOST J062953.29+195013.4,218304093,97.472067,19.837057,177.68,A
LAMOST J062211.08+272315.6,910027,95.546179,27.387687,55.47,F
LAMOST J135908.52+091950.3,50903031,209.78553,9.330651,72.28,K
LAMOST J131232.61+274205.4,51304118,198.135908,27.701521,72.32,K
LAMOST J004517.17+352934.5,15803204,11.321546,35.492939,53.69,G
LAMOST J005827.04+340214.5,14606211,14.612696,34.037367,57.37,G
LAMOST J055257.07+214004.1,293105067,88.237805,21.667813,68.62,B
LAMOST J195442.62+382916.6,469816161,298.677586,38.487945,146.97,Ap
LAMOST J043905.33+554051.6,409703092,69.772239,55.681015,75.79,A
LAMOST J045759.74+534102.3,377907087,74.498935,53.683984,59.53,B
LAMOST J050748.12+401134.0,315113226,76.950526,40.192798,57.76,B
LAMOST J005204.23+394950.5,7006009,13.01766,39.830697,56.5,F
LAMOST J193028.19+440007.2,369012112,292.617497,44.002025,533.07,B
LAMOST J193222.47+373052.2,52407089,293.093625,37.5145,51.38,K
LAMOST J073011.55+082645.6,46812149,112.54814,8.446014,89.41,K
LAMOST J014239.94+291516.0,14705102,25.666443,29.254466,56.37,G
LAMOST J045704.58+443411.2,309104088,74.26911,44.569795,55.07,Ap
LAMOST J233629.14+321006.6,709169,354.121436,32.168518,74.96,F
LAMOST J044741.44+230821.0,649411180,71.922676,23.139189,195.87,Ap
LAMOST J035257.79+280811.2,1410021,58.240819,28.136455,54.91,F
LAMOST J121534.37+261543.1,48302103,183.891695,26.261984,76.73,K
LAMOST J140117.00+422029.3,456705043,210.320845,42.341495,50.99,M
LAMOST J021121.18+572108.9,15305099,32.8373,57.3524,83.49,G
LAMOST J060627.45+234537.7,399915055,91.6144,23.760482,333.62,B
LAMOST J225902.68+272801.3,4703028,344.761201,27.467031,56.25,F
LAMOST J045027.35+464105.2,309116056,72.613993,46.684784,133.3,B
LAMOST J210345.15+021411.3,370304157,315.938148,2.236494,137.36,M
LAMOST J093600.17+281833.5,8104026,144.00072,28.309322,60.1,F
LAMOST J105630.25+303901.8,14216049,164.126081,30.650518,210.49,G
LAMOST J224257.07+301539.1,1208155,340.73781,30.260876,93.94,F
LAMOST J065813.29+031747.7,368909020,104.555492,3.295999,343.57,B
LAMOST J054638.11+035212.3,483614213,86.658807,3.870091,56.08,M
LAMOST J062537.68+275642.5,903032,96.407026,27.945166,90.52,F
LAMOST J192404.15+375831.2,52505138,291.017292,37.975361,50.83,K
LAMOST J015903.03+560833.0,380815168,29.763698,56.142185,269.01,B
LAMOST J061146.16+262135.0,409914122,92.94234,26.359743,75.36,A
LAMOST J234740.32+272327.5,1305095,356.918038,27.390984,52.92,F
LAMOST J022357.22+535406.2,523102249,35.988432,53.901736,63.48,Ap
LAMOST J005245.27+271322.4,55606140,13.18864,27.2229,55.24,K
LAMOST J052851.29+313859.5,274703015,82.213738,31.649867,103.6,B
LAMOST J191310.00+392941.5,52414186,288.2917,39.494864,103.2,K
LAMOST J063236.58+170759.2,267713085,98.152429,17.133138,72.84,Ap
LAMOST J095323.28+335557.7,18611201,148.345323,33.93272,178.09,G
LAMOST J142335.20+150629.7,461908087,215.896691,15.108273,78.68,M
LAMOST J222032.32+160542.8,75308238,335.134684,16.095241,361.08,Ap
LAMOST J023656.57+523645.2,5002027,39.235748,52.612583,79.06,F
LAMOST J063314.76+255132.4,1901193,98.311529,25.859027,53.62,F
LAMOST J140640.94+085138.8,50808126,211.67059,8.860793,212.28,K
LAMOST J081321.23+272312.9,2007015,123.33847,27.386926,53.95,F
LAMOST J053450.84+101049.3,476103056,83.711845,10.180387,68.95,M
LAMOST J043030.15+533334.7,361703094,67.625642,53.559666,129.82,B
LAMOST J170951.70+153210.0,51208154,257.464286,15.53612,179.87,K
LAMOST J035623.26+275128.7,1403245,59.096948,27.857986,87.36,F
LAMOST J064312.51+114346.8,436510242,100.802141,11.729679,87.23,A
LAMOST J080242.43+272326.3,2002079,120.67681,27.390658,59.28,F
LAMOST J194602.92+490759.7,362809050,296.512206,49.133269,433.57,B
LAMOST J062749.74+260709.8,901042,96.957283,26.119411,76.23,F
LAMOST J030046.17+520446.2,206313202,45.191137,52.079524,548.59,Ap
LAMOST J154720.94+264743.9,51002113,236.83726,26.795544,106.23,K
LAMOST J221908.47+290554.1,607126,334.785326,29.098375,76.87,F
LAMOST J204726.32+354132.7,373003240,311.859694,35.692441,231.07,B
LAMOST J035014.45+491638.8,15008182,57.560221,49.277466,51.79,G
LAMOST J064039.71+121518.5,436514043,100.165166,12.255139,357.93,A
LAMOST J061828.42+225820.8,483208087,94.618418,22.972455,599.87,A
LAMOST J014011.67+295927.0,14704155,25.048666,29.990845,53.4,G
LAMOST J094926.71+321331.2,18615248,147.360217,32.22535,82.77,G
LAMOST J170711.12+155355.7,49404176,256.794627,15.899584,55.59,K
LAMOST J005230.24+263415.5,55606118,13.12604,26.57099,285.14,K
LAMOST J191305.83+401607.1,52514007,288.274292,40.268639,77.82,K
LAMOST J215748.06+114835.8,371311068,329.450279,11.809954,56.05,M
LAMOST J154938.23+024106.1,51609124,237.40933,2.68504,59.82,K
LAMOST J032746.99+501944.8,393115109,51.945825,50.329129,177.36,A
LAMOST J023342.18+562031.9,836609155,38.42576,56.342199,72.39,Ap
LAMOST J060837.48+231334.1,399904019,92.156178,23.226159,195.06,A
LAMOST J232729.23+313914.0,703106,351.871807,31.653896,96.38,F
LAMOST J041757.06+161551.0,420103227,64.487753,16.264182,61.34,A
LAMOST J041702.06+402132.7,190301164,64.258598,40.359089,114.41,Ap
LAMOST J034906.15+482713.0,15001106,57.275649,48.453613,68.02,G
LAMOST J150950.64-000751.7,458912070,227.461029,-0.131036,78.86,M
LAMOST J061208.89+211310.0,485101099,93.037044,21.219464,99.5,A
LAMOST J074853.28+292817.7,2716151,117.22202,29.471611,52.29,F
LAMOST J095022.68+314253.2,18604004,147.594515,31.714796,66.22,G
LAMOST J062027.08+291629.9,758408081,95.112846,29.274974,138.54,Ap
LAMOST J064832.11+075441.2,615903168,102.133828,7.911451,101.39,Ap
LAMOST J110300.55+244429.0,15401176,165.752293,24.741396,56.53,G
LAMOST J075840.09+183322.2,18802170,119.667074,18.556173,78.52,G
LAMOST J053735.03+083745.0,476105096,84.395996,8.629193,68.85,M
LAMOST J164852.41+380138.3,51806229,252.21841,38.027331,70.21,K
LAMOST J053838.29+114234.5,476111012,84.659573,11.709588,69.6,M
LAMOST J143453.94+291316.5,49705197,218.72476,29.221264,93.21,K
LAMOST J075442.31+262251.7,2701146,118.67633,26.381048,55.12,F
LAMOST J132813.24+313545.6,48715057,202.055187,31.596016,76.12,K
LAMOST J193148.15+392703.4,52509132,292.950642,39.450958,62.25,K
LAMOST J232836.77+291556.9,702221,352.153235,29.26582,60.62,F
LAMOST J063427.64+273642.3,908135,98.615201,27.611754,68.18,F
LAMOST J055529.18+301234.7,212115218,88.871597,30.209641,62.88,A
LAMOST J131511.39+320920.7,457004082,198.79748,32.155758,84.74,M
LAMOST J061422.98+244225.9,483212143,93.595758,24.707211,70.24,M
LAMOST J023757.62+521305.9,5102225,39.490107,52.218331,59.06,F
LAMOST J130452.06+281825.1,51314071,196.216933,28.306979,53.87,K
LAMOST J232421.41+301800.9,710186,351.089226,30.300259,84.22,F
LAMOST J235501.72+292701.7,14801165,358.757204,29.450489,91.33,G
LAMOST J233755.13+305404.8,708246,354.479738,30.901354,52.08,F
LAMOST J115652.87+580920.4,49509238,179.22032,58.155678,133.53,K
LAMOST J133055.73+290552.0,48701052,202.732227,29.09778,56.03,K
LAMOST J105709.74+283800.6,14203084,164.29059,28.633516,91.71,G
LAMOST J200123.73+304134.6,469503011,300.348906,30.692951,109.45,A
LAMOST J193334.84+383223.7,52406182,293.395175,38.539936,63.18,K
LAMOST J003909.99+342613.6,15810087,9.791629,34.437136,51.88,G
LAMOST J024907.80+542902.6,5004205,42.282507,54.484057,76.82,F
LAMOST J053510.83+103233.3,476115075,83.795146,10.542588,78.33,M
LAMOST J051918.13+294925.4,209907124,79.825565,29.82374,57.84,A
LAMOST J110320.16+292415.8,14204219,165.834041,29.40439,72.01,G
LAMOST J133224.81+314606.4,48715024,203.103412,31.768467,54.65,K
LAMOST J014235.65+290648.0,14705110,25.648558,29.113345,65.26,G
